p_ar_mois,p_ar_vol,p_ar_ash,p_ar_fc,p_ar_sul,u_ar_car,u_ar_nit,u_ar_hyd_exc,u_ar_oxy_exc
29.626,26.98,28.202,15.192,2.781,29.605,1.058,2.174,6.554
29.39,27.823,28.191,14.596,2.844,29.462,1.057,2.197,6.858
29.634,27.361,28.465,14.541,3.254,29.058,1.046,2.198,6.346
28.628,28.437,27.246,15.689,3,30.645,1.125,2.287,7.069
29.602,27.518,25.686,17.194,2.664,31.232,1.116,2.316,7.384
29.335,28.059,26.357,16.249,2.785,30.828,1.091,2.287,7.317
29.236,27.743,26.467,16.554,3.071,30.639,1.06,2.261,7.267
29.17,27.421,28.033,15.376,2.902,29.513,1.025,2.164,7.194
29.19,28.762,26.847,15.201,2.984,30.461,1.044,2.188,7.286
29.55,27.527,27.378,15.545,3.217,30.198,1.058,2.285,6.314
29.35,28.018,30.077,12.555,3.267,28.084,0.997,2.106,6.12
31.262,27.122,26.433,15.182,2.886,29.619,1.062,2.188,6.55
30.089,27.429,28.24,14.241,3.51,29.342,1.021,2.23,5.567
30.047,25.685,29.512,14.756,2.714,28.135,1.017,2.135,6.44
29.952,25.855,29.055,15.137,2.511,28.494,1.051,2.119,6.818
29.822,26.107,29.737,14.333,2.624,28.063,1.03,2.107,6.617
29.67,27.463,28.682,14.185,2.399,28.426,1.019,2.101,7.703
28.679,27.384,27.953,15.984,3.009,30.063,1.096,2.252,6.948
28.386,27.424,29.722,14.469,2.306,28.168,1.052,2.147,8.219
27.875,27.637,29.705,14.783,2.419,28.675,1.062,2.171,8.093
33.177,27.722,19.587,19.514,2.374,35.021,1.199,2.512,6.13
32.698,28.129,21.097,18.076,2.566,33.001,1.121,2.31,7.207
32.511,28.149,21.097,18.243,2.31,32.622,1.131,2.282,8.047
32.828,28.261,21.651,17.261,2.268,31.743,1.093,2.219,8.197
33.046,28.352,21.192,17.41,2.242,32.32,1.121,2.267,7.813
33.698,27.41,21.756,17.136,2.29,31.258,1.097,2.211,7.689
33.621,27.778,21.283,17.318,2.345,31.703,1.136,2.238,7.674
32.38,28.817,19.279,19.524,2.221,34.394,1.168,2.357,8.201
31.792,27.802,21.762,18.644,2.488,32.279,1.146,2.239,8.294
30.67,28.324,21.372,19.634,2.32,33.655,1.156,2.311,8.516
32.268,28.061,20.614,19.057,2.184,33.161,1.173,2.324,8.276
32.283,27.731,20.699,19.287,2.17,33.083,1.199,2.332,8.234
30.399,27.807,22.993,18.802,2.22,32.522,1.172,2.209,8.485
29.47,28.397,22.923,19.209,2.585,34.014,1.204,2.334,7.468
32.386,27.788,20.99,18.836,2.367,33.297,1.167,2.335,7.458
32.444,28.377,20.065,19.114,2.32,33.934,1.18,2.322,7.735
27.897,28.001,26.451,17.651,3.305,32.065,1.193,2.454,6.635
28.478,27.697,28.946,14.878,3.159,29.939,1.108,2.288,6.081
28.979,26.26,30.358,14.404,2.305,28.077,1.087,2.243,6.952
28.801,27.338,27.502,16.359,2.575,30.749,1.123,2.358,6.891
28.776,28.31,26.297,16.616,2.621,31.598,1.15,2.39,7.167
28.197,28.497,29.835,13.472,3.42,29.083,1.057,2.212,6.197
28.806,29.34,26.049,15.805,3.061,31.323,1.111,2.29,7.362
31.268,28.41,21.195,19.126,2.38,33.483,1.194,2.407,8.073
28.84,27.01,27.251,16.899,2.675,30.475,1.097,2.338,7.324
28.34,28.139,27.42,16.101,2.639,30.183,1.084,2.268,8.066
28.495,27.382,29.842,14.282,2.599,28.082,0.994,2.128,7.861
28.083,28.562,27.712,15.643,2.757,30.221,1.065,2.253,7.909
28.499,27.971,26.681,16.85,2.53,30.732,1.091,2.271,8.196
28.083,28.829,26.645,16.444,2.854,31.64,1.197,2.357,7.225
29.149,27.191,28.563,15.098,2.466,29.453,1.086,2.253,7.031
26.003,30.094,30.655,13.248,3.564,30.462,1.073,2.31,5.932
28.654,28.802,27.396,15.148,2.386,31.122,1.128,2.338,6.977
27.302,29.592,27.653,15.453,3.121,31.131,1.165,2.335,7.293
31.176,27.637,25.405,15.782,3.088,30.53,1.035,2.275,6.492
29.37,27.159,29.082,14.39,3.289,28.902,1.014,2.226,6.118
29.894,29.186,24.639,16.281,2.666,31.712,1.137,2.325,7.627
27.76,29.934,29.021,13.286,3.346,30.158,1.046,2.238,6.431
29.097,29.356,23.505,18.042,2.653,33.265,1.157,2.397,7.926
29.532,27.985,26.792,15.692,2.518,30.165,1.061,2.249,7.683
28.112,29.115,28.157,14.616,3.056,30.214,1.033,2.223,7.204
27.501,27.608,29.822,15.07,2.74,29.613,1.027,2.249,7.049
28.795,28.886,26.087,16.232,2.899,31.299,1.098,2.311,7.51
29.136,29.115,24.75,17,2.84,32.541,1.089,2.358,7.285
28.113,28.109,29.561,14.217,2.697,28.91,1.027,2.225,7.467
29.663,29.46,24.527,16.351,2.405,31.52,1.108,2.355,8.423
29.836,27.203,26.479,16.482,2.715,30.453,1.07,2.297,7.149
28.027,29.215,23.876,18.882,2.518,33.313,1.183,2.419,8.666
29.514,28.256,25.04,17.19,2.691,31.664,1.092,2.338,7.661
28.813,29.103,23.255,18.829,2.821,33.852,1.175,2.498,7.587
27.817,29.455,25.219,17.509,2.172,32.019,1.178,2.372,9.223
28.011,28.146,30.39,13.454,2.634,28.453,1.022,2.18,7.31
28.887,27.873,27.526,15.715,2.523,30.197,1.092,2.259,7.517
28.432,28.343,27.251,15.975,2.498,30.915,1.125,2.317,7.462
27.904,29.368,24.489,18.239,2.557,32.911,1.145,2.453,8.542
28.429,29.012,26.139,16.421,2.065,31.01,1.124,2.305,8.928
30.148,27.209,25.534,17.108,2.699,31.32,1.089,2.345,6.865
30.237,28.159,22.657,18.948,2.673,33.537,1.176,2.461,7.26
28.842,27.446,25.968,17.744,2.543,31.913,1.115,2.397,7.222
28.706,27.784,26.078,17.432,2.563,31.952,1.098,2.378,7.225
28.9,29.339,23.934,17.827,2.62,33.133,1.19,2.386,7.837
30.902,27.609,23.23,18.26,2.574,32.335,1.166,2.35,7.444
28.566,27.173,28.467,15.794,2.769,30.056,1.065,2.3,6.777
28.637,27.923,25.538,17.902,2.466,32.388,1.163,2.406,7.401
29.021,27.915,25.213,17.851,2.874,32.525,1.155,2.432,6.781
29.136,28.267,24.766,17.831,2.855,32.52,1.161,2.401,7.161
29.37,27.8,24.843,17.987,2.556,32.133,1.13,2.399,7.569
30.211,27.796,23.914,18.079,2.399,32.139,1.143,2.356,7.839
29.519,27.76,25.23,17.491,2.334,31.723,1.138,2.335,7.721
29.907,27.93,22.279,19.885,2.671,32.954,1.156,2.363,8.67
29.432,28.237,24.05,18.282,2.705,33.655,1.181,2.446,6.532
29.151,28.563,23.57,18.715,2.754,33.549,1.193,2.428,7.355
31.075,27.629,22.055,19.241,3.665,33.568,1.216,2.465,5.955
28.957,27.578,25.612,17.853,2.672,31.903,1.171,2.405,7.28
28.095,27.414,27.953,16.538,2.478,30.374,1.126,2.343,7.632
29.894,29.186,24.639,16.281,2.658,31.712,1.137,2.325,7.635
27.701,27.997,28.452,15.851,3.878,30.899,1.1,2.302,5.668
27.904,29.368,24.489,18.239,2.557,32.911,1.145,2.453,8.542
27.129,28.418,29.344,15.11,3.802,30.744,1.084,2.309,5.588
31.306,28.568,21.572,18.555,2.803,33.097,1.159,2.327,7.736
30.557,27.754,23.066,18.623,2.826,32.238,1.127,2.306,7.879
30.658,27.616,23.506,18.22,3.042,31.482,1.109,2.213,7.99
29.739,27.914,22.93,19.416,3.046,32.052,1.158,2.255,8.82
29.869,28.879,21.745,19.506,2.288,34.232,1.258,2.471,8.137
29.176,27.259,25.832,17.733,2.276,29.907,1.13,2.135,9.544
29.477,27.344,26.086,17.093,2.837,29.396,1.079,2.128,8.997
29.685,27.553,25.163,17.599,2.832,29.411,1.023,2.106,9.78
30.816,27.808,22.194,19.182,2.528,32.996,1.19,2.382,7.894
29.64,27.63,24.272,18.458,2.676,32.26,1.143,2.326,7.681
28.425,27.152,27.564,16.859,2.375,30.748,1.097,2.252,7.538
29.718,27.864,23.609,18.809,2.94,33.281,1.137,2.399,6.916
29.878,28.205,23.38,18.537,3,33.121,1.117,2.377,7.128
29.57,27.415,24.4,18.615,2.631,32.4,1.152,2.267,7.579
30.174,28.221,19.505,22.1,2.979,35.925,1.281,2.501,7.635
30.309,26.158,27.432,16.1,2.709,29.468,1.042,2.172,6.867
32.432,28.011,22.038,17.519,2.987,32.491,1.14,2.287,6.626
31.9,28.141,22.11,17.848,2.825,32.864,1.135,2.311,6.855
30.69,26.925,25.118,17.267,2.917,30.871,1.07,2.23,7.104
28.085,27.738,26.689,17.488,2.913,31.517,1.131,2.295,7.369
28.784,28.646,23.73,18.839,3.144,33.571,1.168,2.416,7.187
29.263,28.918,23.468,18.351,3.294,33.603,1.163,2.384,6.824
28.873,26.642,26.569,17.916,3.004,31.261,1.12,2.309,6.864
29.087,27.534,25.794,17.585,3.202,31.944,1.111,2.357,6.506
28.811,27.612,25.935,17.642,3.558,32.069,1.112,2.372,6.143
29.688,26.35,27.099,16.863,3.095,30.412,1.137,2.226,6.343
25.966,27.625,31.258,15.152,3.767,29.65,1.072,2.266,6.022
28.111,28.333,25.896,17.66,2.762,32.476,1.129,2.35,7.276
27.56,27.704,27.4,17.336,2.824,32.12,1.141,2.409,6.546
27.514,27.725,26.686,18.074,2.832,32.563,1.154,2.438,6.812
29.928,28.446,22.686,18.94,2.928,33.668,1.243,2.306,7.24
29.451,28.587,23.557,18.406,2.857,33.383,1.215,2.365,7.171
30.321,28.223,22.59,18.866,2.677,33.473,1.287,2.395,7.257
30.204,27.846,24.225,17.724,2.672,32.393,1.117,2.386,7.003
28.43,28.232,25.11,18.228,2.968,33.27,1.14,2.437,6.645
29.013,28.86,22.002,20.125,2.98,35.081,1.167,2.522,7.234
28.031,27.121,24.473,20.375,2.828,33.579,1.188,2.496,7.404
28.469,27.276,25.419,18.836,2.379,32.425,1.149,2.383,7.776
30.3,27.32,22.495,19.885,2.863,33.442,1.194,2.452,7.253
29.181,27.511,26.06,17.248,2.778,31.129,1.185,2.306,7.361
29.649,28.331,23.004,19.016,2.364,33.32,1.245,2.395,8.023
27.881,28.6,24.815,18.703,2.693,33.366,1.219,2.436,7.589
28.291,27.411,23.457,20.841,2.902,33.925,1.244,2.507,7.675
29.414,27.794,25.922,16.87,2.961,31.436,1.12,2.321,6.827
30.023,27.973,22.537,19.467,2.43,33.718,1.255,2.433,7.604
29.381,28.611,23.104,18.904,2.675,33.646,1.172,2.388,7.634
27.812,29.02,25.149,18.019,2.841,33.527,1.231,2.42,7.02
30.69,26.925,25.118,17.267,2.698,30.871,1.07,2.23,7.323
28.873,26.642,26.569,17.916,2.736,31.261,1.12,2.309,7.132
29.688,26.35,27.099,16.863,2.62,30.412,1.137,2.226,6.818
25.966,27.625,31.258,15.152,3.164,29.65,1.072,2.266,6.625
29.263,28.918,23.468,18.351,2.904,33.603,1.163,2.384,7.215
28.811,27.612,25.935,17.642,2.977,32.069,1.112,2.372,6.723
28.518,29.081,23.782,18.619,2.753,33.622,1.229,2.412,7.683
30.141,29.106,21.228,19.525,2.486,33.967,1.243,2.386,8.549
27.985,28.565,25.073,18.377,2.673,32.804,1.228,2.39,7.846
27.133,29.47,25.078,18.32,2.39,33.256,1.26,2.429,8.454
27.467,28.395,27.961,16.178,2.632,31.051,1.143,2.257,7.49
28.563,27.928,26.045,17.465,2.644,31.693,1.162,2.306,7.588
28.703,28.947,23.367,18.984,2.595,33.489,1.245,2.382,8.22
32.001,28.862,19.383,19.754,2.596,34.278,1.19,2.418,8.135
29.365,26.861,23.096,20.678,2.808,33.945,1.197,2.495,7.094
29.14,28.524,24.274,18.063,2.595,32.895,1.173,2.369,7.554
28.519,29.962,23.031,18.488,2.731,34.034,1.162,2.367,8.157
31.002,28.184,20.434,20.38,2.471,34.242,1.169,2.326,8.355
30.491,27.404,24.481,17.624,2.794,31.284,1.055,2.212,7.682
26.515,29.393,24.934,19.159,2.656,34.282,1.137,2.343,8.134
28.394,29.256,24.014,18.336,2.91,33.961,1.131,2.32,7.272
27.819,28.4,24.239,19.542,2.505,34.154,1.112,2.347,7.824
30.475,27.119,24.052,18.354,2.376,32.414,1.048,2.252,7.383
27.151,29.019,25.581,18.249,2.774,33.124,1.054,2.369,7.948
27.151,29.019,25.581,18.249,2.774,33.124,1.054,2.369,7.948
26.58,28.823,27.172,17.425,2.289,31.953,1.06,2.286,8.659
29.05,28.566,22.451,19.933,2.408,34.302,1.125,2.336,8.327
28.305,28.098,24.165,19.432,2.43,33.222,1.095,2.267,8.516
29.3,27.895,24.3,18.506,2.488,32.465,1.029,2.281,8.138
30.339,27.33,24.987,17.345,2.596,31.542,0.98,2.243,7.313
26.171,31.261,21.054,21.514,2.416,37.079,1.2,2.517,9.563
29.153,29.099,23.301,18.446,2.412,33.923,1.076,2.35,7.785
27.7,27.649,27.339,17.313,2.214,31.185,1.067,2.221,8.274
31.376,29.596,14.213,24.815,1.976,38.563,1.31,2.572,9.99
31.376,29.596,14.213,24.815,1.976,38.563,1.31,2.572,9.99
28.064,29.184,22.896,19.856,2.268,34.579,1.178,2.359,8.655
29.462,29.44,18.876,22.222,2.338,36.805,1.243,2.506,8.77
30.283,30.165,15.529,24.022,2.158,38.196,1.279,2.561,9.994
27.523,29.234,24.78,18.463,2.263,32.636,1.029,2.398,9.371
25.08,28.815,29.352,16.754,2.375,31.45,1,2.333,8.411
28.285,28.328,23.219,20.168,2.531,34.998,1.151,2.545,7.271
29.082,29.433,20.507,20.978,2.398,35.279,1.16,2.466,9.108
29.229,29.353,19.571,21.847,2.41,37.315,1.229,2.619,7.627
27.353,27.395,26.014,19.237,2.421,32.435,1.143,2.368,8.267
28.184,27.677,24.133,20.006,2.347,33.608,1.174,2.357,8.197
28.08,28.069,22.408,21.443,2.419,35.675,1.257,2.513,7.647
27.91,28.265,22.464,21.361,2.444,35.819,1.246,2.512,7.605
28.329,30.086,20.113,21.473,2.455,37.403,1.272,2.558,7.87
29.039,28.65,21.58,20.731,2.474,35.408,1.177,2.52,7.802
29.039,28.65,21.58,20.731,2.474,35.408,1.177,2.52,7.802
29.261,29.053,22.191,19.495,2.269,34.484,1.123,2.437,8.235
28.279,29.325,22.326,20.07,2.296,35.397,1.144,2.522,8.037
29.311,29.456,20.177,21.056,2.504,36.09,1.272,2.501,8.145
27.082,29.469,23.477,19.972,2.27,34.674,1.227,2.425,8.845
26.831,29.46,22.834,20.875,2.56,35.584,1.268,2.475,8.448
26.831,29.46,22.834,20.875,2.56,35.584,1.268,2.475,8.448
28.607,30.375,19.305,21.714,2.619,37.594,1.321,2.599,7.956
28.607,30.375,19.305,21.714,2.619,37.594,1.321,2.599,7.956
28.883,30.051,20.383,20.683,2.312,36.069,1.227,2.526,8.6
28.899,29.133,22.845,19.123,2.428,34.24,1.117,2.453,8.018
28.899,29.133,22.845,19.123,2.428,34.231,1.117,2.453,8.027
28.885,30.7,20.203,20.211,2.267,36.38,1.218,2.536,8.51
29.245,30.562,20.429,19.764,2.278,36.91,1.216,2.567,7.355
28.06,28.35,24.358,19.232,2.432,33.937,1.125,2.414,7.674
28.506,29.224,22.834,19.437,2.491,34.999,1.149,2.484,7.538
30.159,29.539,20.31,19.992,2.609,35.505,1.106,2.493,7.817
27.268,29.451,25.871,17.41,2.546,32.965,1.025,2.371,7.953
27.709,30.069,21.783,20.439,2.432,36.063,1.154,2.532,8.326
27.418,28.93,25.045,18.607,2.504,33.645,1.081,2.367,7.941
29.559,28.365,24.424,17.653,2.372,32.12,1.037,2.253,8.234
27.037,29.362,25.272,18.328,2.675,34.014,1.09,2.489,7.423
27.037,29.362,25.272,18.328,2.675,34.014,1.09,2.489,7.423
26.76,29.47,23.293,20.478,2.528,35.475,1.154,2.534,8.257
27.705,29.336,22.601,20.358,2.331,35.24,1.145,2.524,8.453
27.617,29.476,23.158,19.75,2.178,34.725,1.149,2.505,8.668
27.754,29.259,24.11,18.877,2.227,33.987,1.126,2.396,8.4
29.259,28.333,23.714,18.694,2.006,33.124,1.117,2.338,8.442
27.782,28.846,24.875,18.496,2.482,33.257,1.099,2.361,8.144
27.782,28.846,24.875,18.496,2.482,33.257,1.099,2.361,8.144
26.73,28.972,24.961,19.337,2.472,34.572,1.146,2.493,7.626
26.644,28.453,26.916,17.988,2.706,33.399,1.071,2.444,6.819
27.717,28.943,25.292,18.048,2.809,33.295,1.092,2.378,7.417
26.56,27.733,28.529,17.178,3.007,31.788,0.983,2.319,6.815
26.74,28.435,27.086,17.739,2.69,32.724,1.026,2.333,7.401
26.74,28.435,27.086,17.739,2.69,32.724,1.026,2.333,7.401
27.922,29.17,23.002,19.906,2.366,34.599,1.147,2.411,8.552
27.376,29.124,23.157,20.343,2.571,35.326,1.164,2.459,7.947
25.638,27.502,29.382,17.477,3.006,31.88,0.965,2.318,6.81
28.002,28.776,25.25,17.971,2.852,33.359,1.056,2.41,7.071
26.494,28.065,27.939,17.503,3.26,32.4,0.983,2.369,6.555
26.494,28.065,27.939,17.503,3.26,32.4,0.983,2.369,6.555
27.918,28.951,24.772,18.359,2.766,33.811,1.047,2.392,7.294
26.621,28.948,24.988,19.443,3.01,34.061,1.034,2.445,7.84
28.051,28.173,25.291,18.485,2.957,32.609,1.008,2.335,7.749
26.47,27.718,29.235,16.577,2.705,30.547,0.943,2.268,7.832
26.47,27.718,29.235,16.577,2.705,30.547,0.943,2.268,7.832
28.575,28.384,23.546,19.496,3.11,33.824,1.037,2.423,7.485
28.185,29.012,21.771,21.032,2.714,35.578,1.081,2.477,8.193
28.576,27.815,26.651,16.957,2.632,31.146,0.979,2.23,7.785
26.095,26.621,34.71,12.574,3.029,26.837,0.849,2.062,6.418
29.538,29.683,20.914,19.864,2.579,35.084,1.109,2.459,8.318
29.608,30.279,21.213,18.9,2.646,34.879,1.094,2.409,8.152
29.15,27.366,27.291,16.194,2.841,30.19,0.986,2.179,7.363
27.48,27.815,27.88,16.826,2.821,30.635,1.027,2.294,7.863
27.234,27.937,26.976,17.852,3.083,32.023,1.028,2.346,7.309
27.234,27.937,26.976,17.852,3.083,32.015,1.028,2.338,7.326
27.957,27.577,28.344,16.122,2.649,30.06,1.016,2.255,7.718
27.465,28.623,26.791,17.122,2.781,31.781,1.033,2.32,7.829
28.494,28.268,25.307,17.931,2.735,32.408,1.062,2.34,7.655
27.918,28.006,26.375,17.701,2.768,31.317,1.087,2.284,8.252
26.824,29.102,24.967,19.107,3.037,34.227,1.147,2.444,7.353
26.407,26.2,32.266,15.127,3.24,28.691,0.928,2.161,6.306
27.13,28.857,25.004,19.009,3.043,33.854,1.104,2.429,7.436
26.951,29.311,23.772,19.966,2.579,34.799,1.15,2.474,8.274
26.789,30.213,22.857,20.142,2.656,35.761,1.196,2.508,8.233
27.684,28.871,26.231,17.213,2.981,32.577,1.041,2.321,7.164
25.095,29.58,27.517,17.808,2.743,33.054,1.092,2.388,8.111
27.514,29.861,20.118,22.507,2.449,37.412,1.229,2.608,8.671
27.741,27.439,26.451,18.369,2.433,32.052,1.094,2.306,7.924
27.389,26.658,29.194,16.76,2.422,30.174,1.004,2.22,7.597
28.067,28.638,23.59,19.705,2.361,34.346,1.132,2.447,8.057
25.478,27.85,29.437,17.235,2.398,30.572,1.007,2.341,8.768
27.751,27.043,29.019,16.186,2.542,29.634,0.959,2.287,7.807
26.734,28.414,26.642,18.209,2.377,32.53,1.041,2.411,8.264
27.276,28.562,25.127,19.035,2.346,34.435,1.098,2.558,7.161
27.404,29.38,23.226,19.99,2.631,33.616,1.084,2.432,9.605
26.778,28.858,24.96,19.404,2.559,33.934,1.086,2.536,8.146
26.131,27.859,29.716,16.294,2.523,30.56,0.989,2.335,7.747
26.556,27.927,28.994,16.523,2.58,31.23,1,2.377,7.262
25.556,27.133,32.429,14.882,2.504,28.656,0.922,2.247,7.685
26.797,29.251,26.514,17.439,2.618,32.496,1.042,2.412,8.12
26.54,27.084,30.731,15.645,2.714,29.399,0.933,2.234,7.449
27.746,29.167,24.781,18.306,2.707,33.453,1.053,2.462,7.798
29.271,28.354,23.678,18.698,2.675,33.268,1.083,2.385,7.641
29.271,28.354,23.678,18.698,2.675,33.268,1.083,2.385,7.641
27.784,30.231,24.37,17.616,2.587,34.05,1.083,2.451,7.675
29.403,29.244,21.621,19.732,2.565,34.936,1.108,2.46,7.907
28.335,27.853,26.605,17.206,2.733,31.745,1.036,2.333,7.213
29.292,29.281,21.02,20.407,2.726,35.843,1.168,2.56,7.391
28.384,29.068,27.247,15.3,2.848,30.865,0.944,2.251,7.46
28.77,30.277,23.5,17.453,2.729,33.726,1.041,2.415,7.819
29.555,29.443,25.033,15.969,2.674,31.834,0.969,2.293,7.642
28.852,29.328,25.476,16.344,2.779,32.213,1,2.347,7.334
29.39,29.139,23.09,18.381,2.879,33.391,0.965,2.401,7.883
30.405,28.906,22.233,18.456,3.102,33.506,0.996,2.382,7.377
30.954,27.519,23.962,17.564,2.586,31.703,1.013,2.267,7.516
29.89,29.531,21.989,18.591,2.679,34.143,1.021,2.421,7.857
30.613,27.852,22.233,19.302,2.73,33.387,1.027,2.413,7.597
30.717,28.432,21.741,19.11,2.681,34.053,1.044,2.424,7.34
29.641,28.325,22.715,19.319,2.935,34.203,1.023,2.431,7.052
29.545,28.706,22.181,19.569,2.906,34.778,1.083,2.45,7.057
29.821,29.177,21.248,19.755,2.986,35.368,1.071,2.514,6.993
29.765,29.565,18.78,21.89,2.707,37.425,1.177,2.597,7.55
30.094,29.669,17.634,22.604,3.009,38.628,1.198,2.685,6.752
29.016,29.803,18.653,22.528,3.071,38.406,1.218,2.681,6.954
29.646,29.635,18.079,22.64,2.921,38.565,1.204,2.688,6.898
30.074,29.475,18.278,22.174,2.931,38.376,1.169,2.701,6.472
30.016,29.177,18.658,22.148,3.12,37.367,1.135,2.542,7.161
29.881,29.949,18.115,22.054,2.199,38.158,1.155,2.651,7.841
29.494,30.138,18.137,22.231,3.06,38.732,1.161,2.703,6.713
29.423,29.511,19.35,21.715,2.973,37.544,1.149,2.636,6.926
29.799,30.007,17.745,22.45,3.1,38.862,1.178,2.723,6.593
31.75,28.972,18.552,20.725,2.578,35.402,1.099,2.439,8.18
30.79,28.822,20.539,19.849,2.927,34.543,1.031,2.456,7.714
30.665,28.865,20.521,19.949,2.814,34.593,1.038,2.454,7.915
29.854,29.773,20.713,19.66,2.5,35.373,1.096,2.523,7.94
31.183,29.363,18.427,21.027,2.676,36.048,1.115,2.534,8.017
30.146,29.516,19.54,20.798,2.156,35.342,1.146,2.444,9.225
29.257,28.039,22.261,20.443,2.774,34.689,1.093,2.453,7.474
30.894,29.758,17.346,22.002,2.814,37.514,1.124,2.587,7.721
30.389,29.565,19.285,20.761,2.757,36.387,1.122,2.502,7.558
30.447,29.891,16.783,22.879,2.912,38.465,1.146,2.588,7.659
30.964,29.755,16.397,22.884,2.645,38.427,1.147,2.578,7.843
30.384,29.322,18.909,21.385,2.189,36.515,1.183,2.625,8.194
29.626,29.682,17.934,22.758,2.956,38.182,1.165,2.674,7.463
30.455,29.279,18.884,21.381,1.837,36.228,1.219,2.576,8.8
30.901,29.399,18.321,21.38,1.817,36.007,1.234,2.569,9.152
29.436,29.807,17.925,22.832,2.898,38.244,1.188,2.656,7.653
29.868,30.17,18.975,20.987,2.959,37.645,1.116,2.707,6.73
29.921,29.307,18.924,21.848,2.813,37.274,1.157,2.595,7.314
29.975,29.753,19.023,21.248,2.992,37.263,1.146,2.61,6.99
29.809,30.053,17.473,22.666,2.921,38.687,1.179,2.696,7.236
31.67,27.806,21.751,18.773,2.451,33.698,1.023,2.517,6.89
29.983,30,16.761,23.256,2.948,39.451,1.174,2.789,6.895
29.983,30,16.761,23.256,2.948,39.451,1.174,2.789,6.895
30.201,29.691,17.864,22.244,1.897,37.205,1.204,2.664,8.965
30.898,28.794,18.153,22.155,1.989,36.733,1.167,2.67,8.39
30.56,29.725,17.101,22.614,3.021,38.35,1.184,2.738,7.046
29.937,29.947,17.202,22.914,2.985,38.702,1.156,2.719,7.3
29.868,29.934,16.879,23.318,2.925,38.626,1.177,2.611,7.914
29.181,29.543,19.023,22.253,3.097,38.502,1.146,2.727,6.324
29.922,29.89,16.986,23.201,2.966,39.104,1.166,2.743,7.112
29.783,29.863,16.6,23.754,2.747,38.627,1.188,1.302,9.754
29.69,30.175,17.196,22.939,2.943,38.71,1.165,2.636,7.66
30.959,29.417,16.694,22.931,2.895,37.656,1.158,2.531,8.108
29.502,29.785,18.405,22.307,2.931,37.481,1.164,2.538,7.979
30.242,30.195,16.928,22.635,2.967,38.424,1.165,2.618,7.656
30.616,29.618,16.765,23.001,2.936,38.286,1.166,2.611,7.62
30.845,29.685,16.521,22.949,2.89,38.265,1.155,2.63,7.694
30.107,29.999,16.597,23.298,2.945,38.807,1.18,2.66,7.705
30.81,29.23,17.175,22.785,2.755,37.942,1.158,2.596,7.563
29.486,30.666,16.979,22.869,3.028,38.961,1.186,2.673,7.687
29.177,30.479,17.61,22.733,3.045,38.904,1.175,2.654,7.435
28.78,30.302,17.604,23.315,3.058,38.954,1.193,2.649,7.761
29.157,30.599,17.399,22.846,3,38.955,1.182,2.679,7.628
29.01,29.921,19.557,21.512,3.152,37.364,1.139,2.555,7.223
29.763,30.381,16.712,23.143,2.741,38.62,1.328,2.647,8.189
29.918,30.423,16.46,23.199,2.933,39.131,1.316,2.663,7.579
29.172,30.351,16.968,23.508,2.803,39.383,1.321,2.674,7.679
30.517,29.696,16.769,23.018,2.712,37.858,1.393,2.589,8.161
28.863,29.93,18.576,22.631,2.834,38.574,1.313,2.635,7.205
31.567,29.439,16.802,22.191,1.761,36.817,1.288,2.562,9.202
30.421,30.054,16.171,23.355,1.802,38.036,1.358,2.643,9.57
31.617,29.644,16.533,22.206,1.748,37,1.292,2.58,9.23
32.222,29.219,16.355,22.205,1.677,36.666,1.3,2.545,9.236
30.346,29.721,16.821,23.112,1.677,37.656,1.318,2.588,9.594
30.874,29.792,16.903,22.43,1.67,37.36,1.308,2.578,9.308
29.855,30.092,17.874,22.179,1.758,37.358,1.302,2.574,9.279
30.114,30.114,17.521,22.25,1.826,37.445,1.309,2.591,9.193
30.66,29.619,16.991,22.729,1.786,37.226,1.301,2.573,9.463
29.579,27.558,25.951,16.911,2.535,31.701,0.994,2.329,6.91
30.89,28.977,19.69,20.443,1.995,35.242,1.15,2.453,8.58
29.811,28.651,21.963,19.575,2.704,34.899,1.081,2.505,7.037
32.365,28.286,20.621,18.728,2.222,33.624,1.071,2.359,7.738
31.43,29.201,16.597,22.771,1.992,36.998,1.202,2.486,9.295
31.708,28.189,17.273,22.83,1.877,36.142,1.251,2.455,9.293
32.153,28.248,17.32,22.278,1.867,35.921,1.223,2.455,9.06
31.336,28.801,16.031,23.832,1.849,37.114,1.255,2.524,9.891
31.212,30.048,17.244,21.496,1.991,37.159,1.237,2.61,8.547
32.066,28.531,15.835,23.568,1.964,36.765,1.249,2.482,9.638
31.605,28.664,16.496,23.234,2.007,36.579,1.226,2.487,9.6
30.975,29.455,16.873,22.698,1.889,37.301,1.254,2.551,9.157
31.529,27.246,24.966,16.259,2.862,30.599,0.959,2.209,6.875
28.05,28.88,24.746,18.324,2.382,33.091,1.08,2.403,8.248
29.89,28.665,22.762,18.684,2.358,32.988,1.048,2.343,8.612
31.965,29.032,18.329,20.673,2.215,34.758,1.087,2.386,9.259
31.789,29.047,18.148,21.016,2.231,34.75,1.096,2.341,9.645
30.549,29.162,19.537,20.752,1.946,35.009,1.084,2.434,9.441
32.808,29.516,16.497,21.179,2.209,35.676,1.124,2.443,9.243
30.328,29.166,19.411,21.096,1.892,35.327,1.148,2.477,9.417
30.034,29.247,19.479,21.239,1.876,35.396,1.14,2.449,9.625
